userid,attractionid,attraction,attractiontype,rating
42356,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
40724,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
60989,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
55429,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
64864,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
23315,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
59868,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
8385,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
29309,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
78640,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
21127,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,3
85623,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
1288,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
58552,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
35828,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
36196,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
7947,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
43390,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
40175,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
83209,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,3
52042,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
3958,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
69814,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
9829,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
6166,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
76646,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
2868,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
76279,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
58817,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
42711,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
43403,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
3455,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
13183,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
891,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,3
28381,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,3
266,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
16,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
22424,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,2
40095,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
12307,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
29379,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
72630,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
37604,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,3
69128,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
29174,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
20551,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
52925,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
11594,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,3
15865,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
85130,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
42907,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
81846,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
7568,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
4063,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
18620,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
66948,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
22740,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
57616,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,3
81523,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
961,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
83167,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,3
52904,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,3
74287,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
25730,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
82954,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
85358,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
82042,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
48748,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
52909,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
56516,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
34861,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,3
24066,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
77930,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
61182,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
9281,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
11765,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
39212,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
23873,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
31895,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
3928,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
48962,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
15556,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
823,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
86726,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,3
73044,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
44958,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
48368,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
53161,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
40833,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
54983,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
28878,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
85825,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
8025,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
20238,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
27426,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
87260,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
67729,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
65742,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
33481,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,3
58525,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
80299,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
4539,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
29932,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
79754,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
18715,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,3
47577,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
55486,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
72040,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
11400,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
16093,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
64374,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
54313,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
55920,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,2
17101,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
79816,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
23352,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
29059,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
53900,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
24209,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
84591,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
85593,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
58101,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
57567,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
46510,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
8578,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
46636,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
29439,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,3
69199,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
27771,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
10829,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
80497,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
20399,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
37327,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
10612,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
23213,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
65568,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
77315,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
27695,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
53248,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
83789,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
51491,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
2634,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
52028,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
80797,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,3
84606,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
72427,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
34218,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
13739,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
47739,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
44785,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,3
83700,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
35142,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
74324,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
50979,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
17429,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
65432,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,3
52921,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
55829,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
24719,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
3585,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
5646,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
10726,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
54332,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
1208,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
3557,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
24299,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
82424,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
58640,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,3
70940,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,3
51671,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
80854,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
9635,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
43733,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,3
41218,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
54428,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
18022,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
17783,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
8124,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
79154,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
43133,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
47298,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
8522,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
76112,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,3
36580,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
14915,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
21954,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
77720,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
39270,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
79856,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
49033,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
29291,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
27025,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,3
37762,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
43085,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
23073,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,3
50809,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
70165,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
79748,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,3
15063,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
79121,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
34788,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
61550,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
62503,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
30701,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
17444,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
1320,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
35282,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
13324,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
33061,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
67276,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
5992,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
24606,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
73272,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
11709,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
44294,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
55313,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
12847,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
9161,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
69995,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
37550,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
37393,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
21206,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
49671,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
78795,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
85225,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
20990,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
72848,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
70140,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
74219,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,2
84327,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
77413,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
15172,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
45625,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
6510,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
52644,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
12293,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,3
22514,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
17665,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,3
58591,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
45794,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,3
39602,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
60727,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
10398,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
52658,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
74317,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,3
56894,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
60972,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
8651,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
51408,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
66003,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
28328,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
80267,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
32948,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
7935,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
61588,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
7268,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
33359,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
37880,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
60520,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
39017,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
11978,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
86884,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
71951,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
45843,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
82096,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
8645,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,2
12204,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
29467,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,3
58126,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
22650,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
33097,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
39988,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
39538,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
48523,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,3
24248,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
62661,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
49217,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
83719,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
38643,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
65577,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
61353,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,2
55446,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,3
69551,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
54837,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
20431,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
29256,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
54112,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
15735,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
68753,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
53521,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,2
73277,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
50102,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
14504,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
34480,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,2
59681,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
54819,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
46164,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
30038,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
81075,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
72005,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
57236,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
5832,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,3
75270,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
66412,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
61792,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
43168,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
48991,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,2
28499,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
42378,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,3
78385,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
16335,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
31139,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
29115,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
14995,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
2022,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,3
62839,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
37738,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,3
80467,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
34313,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
30169,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
49460,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
82680,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
36926,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,3
25887,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
15095,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
1521,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
46836,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,2
24423,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
24403,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,3
75386,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,3
43358,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
24817,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
43877,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
67622,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
67561,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
51971,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
31258,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,2
55741,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
7731,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
67314,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
67883,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,3
60150,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
5300,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
33522,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,3
47432,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,3
16115,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
19359,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
87765,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,3
34638,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,3
75157,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
33351,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
13052,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
69856,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
27550,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
6681,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
23193,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
55958,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
11104,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
52619,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
53999,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
39208,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
53699,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
35259,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
28214,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
68622,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,3
24957,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
74515,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,3
36369,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
20258,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
74228,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
11831,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,3
29066,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
77787,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
80177,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
14222,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
29151,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
34511,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
17467,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
20871,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
68948,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
15088,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
5288,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
43955,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
87576,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
79711,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
40000,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
49813,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
74059,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
18040,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
73330,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
38651,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
78122,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
76859,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
76481,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
87307,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
52773,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
46282,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
64553,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
85581,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
73881,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
64411,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,2
34505,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
5951,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
79529,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
49616,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
14026,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
81860,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
16198,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
21273,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,5
77160,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,4
36462,748,Tegalalang Rice Terrace,Points of Interest & Landmarks,3
