Feature,Importance
cat__user_cityid_1038.0,0.0
cat__user_cityid_1040.0,0.0
cat__user_cityid_1041.0,0.0
cat__user_cityid_1042.0,0.0
cat__user_cityid_1044.0,0.0
cat__user_cityid_1045.0,0.0
cat__user_cityid_1046.0,0.0
cat__user_cityid_1047.0,0.0
cat__user_cityid_1050.0,0.0
cat__user_cityid_1051.0,0.0
cat__user_cityid_1055.0,0.0
cat__user_cityid_1056.0,0.0
cat__user_cityid_1058.0,0.0
cat__user_cityid_1059.0,0.0
cat__user_cityid_1060.0,0.0
cat__user_cityid_1061.0,0.0
cat__user_cityid_1062.0,0.0
cat__user_cityid_1063.0,0.0
cat__user_cityid_1064.0,0.0
cat__user_cityid_1066.0,0.0
cat__user_cityid_1067.0,0.0
cat__user_cityid_1070.0,0.0
cat__user_cityid_1071.0,0.0
cat__user_cityid_1073.0,0.0
cat__user_cityid_1074.0,0.0
cat__user_cityid_1075.0,0.0
cat__user_cityid_1076.0,0.0
cat__user_cityid_1077.0,0.0
cat__user_cityid_1078.0,0.0
cat__user_cityid_1079.0,0.0
cat__user_cityid_1080.0,0.0
cat__user_cityid_1081.0,0.0
cat__user_cityid_1082.0,0.0
cat__user_cityid_1084.0,0.0
cat__user_cityid_1085.0,0.0
cat__user_cityid_1086.0,0.0
cat__user_cityid_1087.0,0.0
cat__user_cityid_1090.0,0.0
cat__user_cityid_1093.0,0.0
cat__user_cityid_1094.0,0.0
cat__user_cityid_1095.0,0.0
cat__user_cityid_1097.0,0.0
cat__user_cityid_1100.0,0.0
cat__user_cityid_1104.0,0.0
cat__user_cityid_1105.0,0.0
cat__user_cityid_1106.0,0.0
cat__user_cityid_1108.0,0.0
cat__user_cityid_1109.0,0.0
cat__user_cityid_1110.0,0.0
cat__user_cityid_1112.0,0.0
cat__user_cityid_1113.0,0.0
cat__user_cityid_1114.0,0.0
cat__user_cityid_1115.0,0.0
cat__user_cityid_1117.0,0.0
cat__user_cityid_1119.0,0.0
cat__user_cityid_1120.0,0.0
cat__user_cityid_1122.0,0.0
cat__user_cityid_1123.0,0.0
cat__user_cityid_1124.0,0.0
cat__user_cityid_1125.0,0.0
cat__user_cityid_1126.0,0.0
cat__user_cityid_1127.0,0.0
cat__user_cityid_1128.0,0.0
cat__user_cityid_1131.0,0.0
cat__user_cityid_1133.0,0.0
cat__user_cityid_1134.0,0.0
cat__user_cityid_1138.0,0.0
cat__user_cityid_1139.0,0.0
cat__user_cityid_1146.0,0.0
cat__user_cityid_1147.0,0.0
cat__user_cityid_1149.0,0.0
cat__user_cityid_1152.0,0.0
cat__user_cityid_1153.0,0.0
cat__user_cityid_1155.0,0.0
cat__user_cityid_1156.0,0.0
cat__user_cityid_1157.0,0.0
cat__user_cityid_1159.0,0.0
cat__user_cityid_1160.0,0.0
cat__user_cityid_1161.0,0.0
cat__user_cityid_1163.0,0.0
cat__user_cityid_1168.0,0.0
cat__user_cityid_1169.0,0.0
cat__user_cityid_1172.0,0.0
cat__user_cityid_1173.0,0.0
cat__user_cityid_1174.0,0.0
cat__user_cityid_1177.0,0.0
cat__user_cityid_1182.0,0.0
cat__user_cityid_1185.0,0.0
cat__user_cityid_1186.0,0.0
cat__user_cityid_1189.0,0.0
cat__user_cityid_1191.0,0.0
cat__user_cityid_1192.0,0.0
cat__user_cityid_1194.0,0.0
cat__user_cityid_1195.0,0.0
cat__user_cityid_1196.0,0.0
cat__user_cityid_1198.0,0.0
cat__user_cityid_1199.0,0.0
cat__user_cityid_1200.0,0.0
cat__user_cityid_1206.0,0.0
cat__user_cityid_1208.0,0.0
cat__user_cityid_1213.0,0.0
cat__user_cityid_1214.0,0.0
cat__user_cityid_1215.0,0.0
cat__user_cityid_1216.0,0.0
cat__user_cityid_1217.0,0.0
cat__user_cityid_1220.0,0.0
cat__user_cityid_1221.0,0.0
cat__user_cityid_1222.0,0.0
cat__user_cityid_1223.0,0.0
cat__user_cityid_1225.0,0.0
cat__user_cityid_1227.0,0.0
cat__user_cityid_1228.0,0.0
cat__user_cityid_1229.0,0.0
cat__user_cityid_1230.0,0.0
cat__user_cityid_1231.0,0.0
cat__user_cityid_1232.0,0.0
cat__user_cityid_1233.0,0.0
cat__user_cityid_1234.0,0.0
cat__user_cityid_1235.0,0.0
cat__user_cityid_1236.0,0.0
cat__user_cityid_1237.0,0.0
cat__user_cityid_1238.0,0.0
cat__user_cityid_1239.0,0.0
cat__user_cityid_1241.0,0.0
cat__user_cityid_1242.0,0.0
cat__user_cityid_1244.0,0.0
cat__user_cityid_1248.0,0.0
cat__user_cityid_1249.0,0.0
cat__user_cityid_1252.0,0.0
cat__user_cityid_1253.0,0.0
cat__user_cityid_1254.0,0.0
cat__user_cityid_1257.0,0.0
cat__user_cityid_1258.0,0.0
cat__user_cityid_1261.0,0.0
cat__user_cityid_1263.0,0.0
cat__user_cityid_1264.0,0.0
cat__user_cityid_1266.0,0.0
cat__user_cityid_1267.0,0.0
cat__user_cityid_1269.0,0.0
cat__user_cityid_1270.0,0.0
cat__user_cityid_1275.0,0.0
cat__user_cityid_1276.0,0.0
cat__user_cityid_1277.0,0.0
cat__user_cityid_1278.0,0.0
cat__user_cityid_1280.0,0.0
cat__user_cityid_1282.0,0.0
cat__user_cityid_1284.0,0.0
cat__user_cityid_1285.0,0.0
cat__user_cityid_1287.0,0.0
cat__user_cityid_1289.0,0.0
cat__user_cityid_1291.0,0.0
cat__user_cityid_1292.0,0.0
cat__user_cityid_1293.0,0.0
cat__user_cityid_1297.0,0.0
cat__user_cityid_1300.0,0.0
cat__user_cityid_1301.0,0.0
cat__user_cityid_1302.0,0.0
cat__user_cityid_1303.0,0.0
cat__user_cityid_1304.0,0.0
cat__user_cityid_1306.0,0.0
cat__user_cityid_1307.0,0.0
cat__user_cityid_1309.0,0.0
cat__user_cityid_1310.0,0.0
cat__user_cityid_1311.0,0.0
cat__user_cityid_1313.0,0.0
cat__user_cityid_1315.0,0.0
cat__user_cityid_1316.0,0.0
cat__user_cityid_1317.0,0.0
cat__user_cityid_1320.0,0.0
cat__user_cityid_1321.0,0.0
cat__user_cityid_1322.0,0.0
cat__user_cityid_1323.0,0.0
cat__user_cityid_1324.0,0.0
cat__user_cityid_1326.0,0.0
cat__user_cityid_1327.0,0.0
cat__user_cityid_1328.0,0.0
cat__user_cityid_1332.0,0.0
cat__user_cityid_1334.0,0.0
cat__user_cityid_1335.0,0.0
cat__user_cityid_1336.0,0.0
cat__user_cityid_1337.0,0.0
cat__user_cityid_1339.0,0.0
cat__user_cityid_1341.0,0.0
cat__user_cityid_1343.0,0.0
cat__user_cityid_1344.0,0.0
cat__user_cityid_1346.0,0.0
cat__user_cityid_1349.0,0.0
cat__user_cityid_1351.0,0.0
cat__user_cityid_1354.0,0.0
cat__user_cityid_1355.0,0.0
cat__user_cityid_1358.0,0.0
cat__user_cityid_1360.0,0.0
cat__user_cityid_1366.0,0.0
cat__user_cityid_1367.0,0.0
cat__user_cityid_1368.0,0.0
cat__user_cityid_1369.0,0.0
cat__user_cityid_1372.0,0.0
cat__user_cityid_1374.0,0.0
cat__user_cityid_1375.0,0.0
cat__user_cityid_1376.0,0.0
cat__user_cityid_1377.0,0.0
cat__user_cityid_1378.0,0.0
cat__user_cityid_1379.0,0.0
cat__user_cityid_1380.0,0.0
cat__user_cityid_1381.0,0.0
cat__user_cityid_1383.0,0.0
cat__user_cityid_1384.0,0.0
cat__user_cityid_1388.0,0.0
cat__user_cityid_1389.0,0.0
cat__user_cityid_1390.0,0.0
cat__user_cityid_1391.0,0.0
cat__user_cityid_1394.0,0.0
cat__user_cityid_1395.0,0.0
cat__user_cityid_1396.0,0.0
cat__user_cityid_1398.0,0.0
cat__user_cityid_1399.0,0.0
cat__user_cityid_1401.0,0.0
cat__user_cityid_1402.0,0.0
cat__user_cityid_1403.0,0.0
cat__user_cityid_1404.0,0.0
cat__user_cityid_1405.0,0.0
cat__user_cityid_1407.0,0.0
cat__user_cityid_1409.0,0.0
cat__user_cityid_1410.0,0.0
cat__user_cityid_1412.0,0.0
cat__user_cityid_1413.0,0.0
cat__user_cityid_1415.0,0.0
cat__user_cityid_1420.0,0.0
cat__user_cityid_1421.0,0.0
cat__user_cityid_1422.0,0.0
cat__user_cityid_1423.0,0.0
cat__user_cityid_1425.0,0.0
cat__user_cityid_1429.0,0.0
cat__user_cityid_1430.0,0.0
cat__user_cityid_1431.0,0.0
cat__user_cityid_1434.0,0.0
cat__user_cityid_1436.0,0.0
cat__user_cityid_1443.0,0.0
cat__user_cityid_1445.0,0.0
cat__user_cityid_1447.0,0.0
cat__user_cityid_1451.0,0.0
cat__user_cityid_1452.0,0.0
cat__user_cityid_1453.0,0.0
cat__user_cityid_1455.0,0.0
cat__user_cityid_1457.0,0.0
cat__user_cityid_1459.0,0.0
cat__user_cityid_1460.0,0.0
cat__user_cityid_1461.0,0.0
cat__user_cityid_1462.0,0.0
cat__user_cityid_1465.0,0.0
cat__user_cityid_1466.0,0.0
cat__user_cityid_1467.0,0.0
cat__user_cityid_1469.0,0.0
cat__user_cityid_1470.0,0.0
cat__user_cityid_1472.0,0.0
cat__user_cityid_1473.0,0.0
cat__user_cityid_1474.0,0.0
cat__user_cityid_1475.0,0.0
cat__user_cityid_1476.0,0.0
cat__user_cityid_1480.0,0.0
cat__user_cityid_1484.0,0.0
cat__user_cityid_1485.0,0.0
cat__user_cityid_1486.0,0.0
cat__user_cityid_1487.0,0.0
cat__user_cityid_1488.0,0.0
cat__user_cityid_1490.0,0.0
cat__user_cityid_1492.0,0.0
cat__user_cityid_1494.0,0.0
cat__user_cityid_1496.0,0.0
cat__user_cityid_1497.0,0.0
cat__user_cityid_1500.0,0.0
cat__user_cityid_1502.0,0.0
cat__user_cityid_1503.0,0.0
cat__user_cityid_1504.0,0.0
cat__user_cityid_1505.0,0.0
cat__user_cityid_1506.0,0.0
cat__user_cityid_1507.0,0.0
cat__user_cityid_1511.0,0.0
cat__user_cityid_1512.0,0.0
cat__user_cityid_1513.0,0.0
cat__user_cityid_1515.0,0.0
cat__user_cityid_1517.0,0.0
cat__user_cityid_1519.0,0.0
cat__user_cityid_1520.0,0.0
cat__user_cityid_1521.0,0.0
cat__user_cityid_1522.0,0.0
cat__user_cityid_1523.0,0.0
cat__user_cityid_1525.0,0.0
cat__user_cityid_1526.0,0.0
cat__user_cityid_1528.0,0.0
cat__user_cityid_1530.0,0.0
cat__user_cityid_1533.0,0.0
cat__user_cityid_1536.0,0.0
cat__user_cityid_1537.0,0.0
cat__user_cityid_1540.0,0.0
cat__user_cityid_1541.0,0.0
cat__user_cityid_1542.0,0.0
cat__user_cityid_1543.0,0.0
cat__user_cityid_1544.0,0.0
cat__user_cityid_1545.0,0.0
cat__user_cityid_1546.0,0.0
cat__user_cityid_1547.0,0.0
cat__user_cityid_1549.0,0.0
cat__user_cityid_1551.0,0.0
cat__user_cityid_1552.0,0.0
cat__user_cityid_1553.0,0.0
cat__user_cityid_1554.0,0.0
cat__user_cityid_1556.0,0.0
cat__user_cityid_1557.0,0.0
cat__user_cityid_1558.0,0.0
cat__user_cityid_1564.0,0.0
cat__user_cityid_1566.0,0.0
cat__user_cityid_1568.0,0.0
cat__user_cityid_1571.0,0.0
cat__user_cityid_1572.0,0.0
cat__user_cityid_1577.0,0.0
cat__user_cityid_1578.0,0.0
cat__user_cityid_1585.0,0.0
cat__user_cityid_1587.0,0.0
cat__user_cityid_1589.0,0.0
cat__user_cityid_1590.0,0.0
cat__user_cityid_1591.0,0.0
cat__user_cityid_1593.0,0.0
cat__user_cityid_1594.0,0.0
cat__user_cityid_1595.0,0.0
cat__user_cityid_1596.0,0.0
cat__user_cityid_1598.0,0.0
cat__user_cityid_1601.0,0.0
cat__user_cityid_1603.0,0.0
cat__user_cityid_1604.0,0.0
cat__user_cityid_1606.0,0.0
cat__user_cityid_1607.0,0.0
cat__user_cityid_1608.0,0.0
cat__user_cityid_1610.0,0.0
cat__user_cityid_1612.0,0.0
cat__user_cityid_1613.0,0.0
cat__user_cityid_1615.0,0.0
cat__user_cityid_1616.0,0.0
cat__user_cityid_1618.0,0.0
cat__user_cityid_1619.0,0.0
cat__user_cityid_1620.0,0.0
cat__user_cityid_1621.0,0.0
cat__user_cityid_1623.0,0.0
cat__user_cityid_1624.0,0.0
cat__user_cityid_1625.0,0.0
cat__user_cityid_1627.0,0.0
cat__user_cityid_1628.0,0.0
cat__user_cityid_1629.0,0.0
cat__user_cityid_1631.0,0.0
cat__user_cityid_1632.0,0.0
cat__user_cityid_1633.0,0.0
cat__user_cityid_1635.0,0.0
cat__user_cityid_1636.0,0.0
cat__user_cityid_1637.0,0.0
cat__user_cityid_1639.0,0.0
cat__user_cityid_1640.0,0.0
cat__user_cityid_1641.0,0.0
cat__user_cityid_1642.0,0.0
cat__user_cityid_1643.0,0.0
cat__user_cityid_1644.0,0.0
cat__user_cityid_1646.0,0.0
cat__user_cityid_1647.0,0.0
cat__user_cityid_1648.0,0.0
cat__user_cityid_1649.0,0.0
cat__user_cityid_1652.0,0.0
cat__user_cityid_1653.0,0.0
cat__user_cityid_1654.0,0.0
cat__user_cityid_1655.0,0.0
cat__user_cityid_1656.0,0.0
cat__user_cityid_1657.0,0.0
cat__user_cityid_1658.0,0.0
cat__user_cityid_1659.0,0.0
cat__user_cityid_1663.0,0.0
cat__user_cityid_1664.0,0.0
cat__user_cityid_1666.0,0.0
cat__user_cityid_1667.0,0.0
cat__user_cityid_1668.0,0.0
cat__user_cityid_1670.0,0.0
cat__user_cityid_1674.0,0.0
cat__user_cityid_1675.0,0.0
cat__user_cityid_1676.0,0.0
cat__user_cityid_1677.0,0.0
cat__user_cityid_1679.0,0.0
cat__user_cityid_1682.0,0.0
cat__user_cityid_1685.0,0.0
cat__user_cityid_1686.0,0.0
cat__user_cityid_1687.0,0.0
cat__user_cityid_1689.0,0.0
cat__user_cityid_1690.0,0.0
cat__user_cityid_1691.0,0.0
cat__user_cityid_1693.0,0.0
cat__user_cityid_1697.0,0.0
cat__user_cityid_1698.0,0.0
cat__user_cityid_1699.0,0.0
cat__user_cityid_1700.0,0.0
cat__user_cityid_1701.0,0.0
cat__user_cityid_1704.0,0.0
cat__user_cityid_1705.0,0.0
cat__user_cityid_1707.0,0.0
cat__user_cityid_1710.0,0.0
cat__user_cityid_1711.0,0.0
cat__user_cityid_1713.0,0.0
cat__user_cityid_1715.0,0.0
cat__user_cityid_1716.0,0.0
cat__user_cityid_1717.0,0.0
cat__user_cityid_1718.0,0.0
cat__user_cityid_1719.0,0.0
cat__user_cityid_1720.0,0.0
cat__user_cityid_1722.0,0.0
cat__user_cityid_1723.0,0.0
cat__user_cityid_1724.0,0.0
cat__user_cityid_1726.0,0.0
cat__user_cityid_1727.0,0.0
cat__user_cityid_1729.0,0.0
cat__user_cityid_1730.0,0.0
cat__user_cityid_1731.0,0.0
cat__user_cityid_1732.0,0.0
cat__user_cityid_1734.0,0.0
cat__user_cityid_1735.0,0.0
cat__user_cityid_1736.0,0.0
cat__user_cityid_1737.0,0.0
cat__user_cityid_1738.0,0.0
cat__user_cityid_1739.0,0.0
cat__user_cityid_1743.0,0.0
cat__user_cityid_1748.0,0.0
cat__user_cityid_1749.0,0.0
cat__user_cityid_1750.0,0.0
cat__user_cityid_1751.0,0.0
cat__user_cityid_1752.0,0.0
cat__user_cityid_1753.0,0.0
cat__user_cityid_1757.0,0.0
cat__user_cityid_1759.0,0.0
cat__user_cityid_1765.0,0.0
cat__user_cityid_1766.0,0.0
cat__user_cityid_1771.0,0.0
cat__user_cityid_1774.0,0.0
cat__user_cityid_1776.0,0.0
cat__user_cityid_1778.0,0.0
cat__user_cityid_1779.0,0.0
cat__user_cityid_1783.0,0.0
cat__user_cityid_1785.0,0.0
cat__user_cityid_1786.0,0.0
cat__user_cityid_1787.0,0.0
cat__user_cityid_1791.0,0.0
cat__user_cityid_1793.0,0.0
cat__user_cityid_1794.0,0.0
cat__user_cityid_1795.0,0.0
cat__user_cityid_1796.0,0.0
cat__user_cityid_1797.0,0.0
cat__user_cityid_1798.0,0.0
cat__user_cityid_1801.0,0.0
cat__user_cityid_1804.0,0.0
cat__user_cityid_1805.0,0.0
cat__user_cityid_1806.0,0.0
cat__user_cityid_1810.0,0.0
cat__user_cityid_1811.0,0.0
cat__user_cityid_1813.0,0.0
cat__user_cityid_1815.0,0.0
cat__user_cityid_1816.0,0.0
cat__user_cityid_1818.0,0.0
cat__user_cityid_1819.0,0.0
cat__user_cityid_1820.0,0.0
cat__user_cityid_1823.0,0.0
cat__user_cityid_1824.0,0.0
cat__user_cityid_1825.0,0.0
cat__user_cityid_1826.0,0.0
cat__user_cityid_1827.0,0.0
cat__user_cityid_1828.0,0.0
cat__user_cityid_1829.0,0.0
cat__user_cityid_1831.0,0.0
cat__user_cityid_1832.0,0.0
cat__user_cityid_1833.0,0.0
cat__user_cityid_1834.0,0.0
cat__user_cityid_1836.0,0.0
cat__user_cityid_1837.0,0.0
cat__user_cityid_1839.0,0.0
cat__user_cityid_1840.0,0.0
cat__user_cityid_1842.0,0.0
cat__user_cityid_1843.0,0.0
cat__user_cityid_1844.0,0.0
cat__user_cityid_1845.0,0.0
cat__user_cityid_1846.0,0.0
cat__user_cityid_1847.0,0.0
cat__user_cityid_1851.0,0.0
cat__user_cityid_1855.0,0.0
cat__user_cityid_1856.0,0.0
cat__user_cityid_1858.0,0.0
cat__user_cityid_1859.0,0.0
cat__user_cityid_1862.0,0.0
cat__user_cityid_1863.0,0.0
cat__user_cityid_1864.0,0.0
cat__user_cityid_1865.0,0.0
cat__user_cityid_1866.0,0.0
cat__user_cityid_1867.0,0.0
cat__user_cityid_1868.0,0.0
cat__user_cityid_1869.0,0.0
cat__user_cityid_1870.0,0.0
cat__user_cityid_1872.0,0.0
cat__user_cityid_1875.0,0.0
cat__user_cityid_1882.0,0.0
cat__user_cityid_1883.0,0.0
cat__user_cityid_1890.0,0.0
cat__user_cityid_1891.0,0.0
cat__user_cityid_1892.0,0.0
cat__user_cityid_1893.0,0.0
cat__user_cityid_1894.0,0.0
cat__user_cityid_1896.0,0.0
cat__user_cityid_1899.0,0.0
cat__user_cityid_1900.0,0.0
cat__user_cityid_1902.0,0.0
cat__user_cityid_1904.0,0.0
cat__user_cityid_1906.0,0.0
cat__user_cityid_1909.0,0.0
cat__user_cityid_1911.0,0.0
cat__user_cityid_1913.0,0.0
cat__user_cityid_1917.0,0.0
cat__user_cityid_1919.0,0.0
cat__user_cityid_1923.0,0.0
cat__user_cityid_1924.0,0.0
cat__user_cityid_1927.0,0.0
cat__user_cityid_1929.0,0.0
cat__user_cityid_1930.0,0.0
cat__user_cityid_1931.0,0.0
cat__user_cityid_1933.0,0.0
cat__user_cityid_1934.0,0.0
cat__user_cityid_1935.0,0.0
cat__user_cityid_1936.0,0.0
cat__user_cityid_1937.0,0.0
cat__user_cityid_1942.0,0.0
cat__user_cityid_1949.0,0.0
cat__user_cityid_1950.0,0.0
cat__user_cityid_1952.0,0.0
cat__user_cityid_1953.0,0.0
cat__user_cityid_1955.0,0.0
cat__user_cityid_1957.0,0.0
cat__user_cityid_1959.0,0.0
cat__user_cityid_1962.0,0.0
cat__user_cityid_1963.0,0.0
cat__user_cityid_1964.0,0.0
cat__user_cityid_1966.0,0.0
cat__user_cityid_1967.0,0.0
cat__user_cityid_1969.0,0.0
cat__user_cityid_1970.0,0.0
cat__user_cityid_1971.0,0.0
cat__user_cityid_1972.0,0.0
cat__user_cityid_1974.0,0.0
cat__user_cityid_1977.0,0.0
cat__user_cityid_1978.0,0.0
cat__user_cityid_1979.0,0.0
cat__user_cityid_1980.0,0.0
cat__user_cityid_1982.0,0.0
cat__user_cityid_1984.0,0.0
cat__user_cityid_1985.0,0.0
cat__user_cityid_1986.0,0.0
cat__user_cityid_1987.0,0.0
cat__user_cityid_1989.0,0.0
cat__user_cityid_1991.0,0.0
cat__user_cityid_1992.0,0.0
cat__user_cityid_1993.0,0.0
cat__user_cityid_1995.0,0.0
cat__user_cityid_2001.0,0.0
cat__user_cityid_2002.0,0.0
cat__user_cityid_2004.0,0.0
cat__user_cityid_2006.0,0.0
cat__user_cityid_2008.0,0.0
cat__user_cityid_2010.0,0.0
cat__user_cityid_2011.0,0.0
cat__user_cityid_2012.0,0.0
cat__user_cityid_2013.0,0.0
cat__user_cityid_2015.0,0.0
cat__user_cityid_2016.0,0.0
cat__user_cityid_2018.0,0.0
cat__user_cityid_2019.0,0.0
cat__user_cityid_2020.0,0.0
cat__user_cityid_2024.0,0.0
cat__user_cityid_2027.0,0.0
cat__user_cityid_2028.0,0.0
cat__user_cityid_2030.0,0.0
cat__user_cityid_2031.0,0.0
cat__user_cityid_2035.0,0.0
cat__user_cityid_2036.0,0.0
cat__user_cityid_2038.0,0.0
cat__user_cityid_2041.0,0.0
cat__user_cityid_2042.0,0.0
cat__user_cityid_2043.0,0.0
cat__user_cityid_2045.0,0.0
cat__user_cityid_2046.0,0.0
cat__user_cityid_2047.0,0.0
cat__user_cityid_2048.0,0.0
cat__user_cityid_2049.0,0.0
cat__user_cityid_2052.0,0.0
cat__user_cityid_2053.0,0.0
cat__user_cityid_2054.0,0.0
cat__user_cityid_2056.0,0.0
cat__user_cityid_2058.0,0.0
cat__user_cityid_2060.0,0.0
cat__user_cityid_2061.0,0.0
cat__user_cityid_2062.0,0.0
cat__user_cityid_2063.0,0.0
cat__user_cityid_2064.0,0.0
cat__user_cityid_2066.0,0.0
cat__user_cityid_2067.0,0.0
cat__user_cityid_2069.0,0.0
cat__user_cityid_2071.0,0.0
cat__user_cityid_2075.0,0.0
cat__user_cityid_2079.0,0.0
cat__user_cityid_2081.0,0.0
cat__user_cityid_2085.0,0.0
cat__user_cityid_2086.0,0.0
cat__user_cityid_2087.0,0.0
cat__user_cityid_2088.0,0.0
cat__user_cityid_2090.0,0.0
cat__user_cityid_2092.0,0.0
cat__user_cityid_2094.0,0.0
cat__user_cityid_2095.0,0.0
cat__user_cityid_2096.0,0.0
cat__user_cityid_2097.0,0.0
cat__user_cityid_2099.0,0.0
cat__user_cityid_2101.0,0.0
cat__user_cityid_2102.0,0.0
cat__user_cityid_2103.0,0.0
cat__user_cityid_2105.0,0.0
cat__user_cityid_2106.0,0.0
cat__user_cityid_2107.0,0.0
cat__user_cityid_2109.0,0.0
cat__user_cityid_2111.0,0.0
cat__user_cityid_2113.0,0.0
cat__user_cityid_2114.0,0.0
cat__user_cityid_2115.0,0.0
cat__user_cityid_2116.0,0.0
cat__user_cityid_2117.0,0.0
cat__user_cityid_2118.0,0.0
cat__user_cityid_2121.0,0.0
cat__user_cityid_2123.0,0.0
cat__user_cityid_2126.0,0.0
cat__user_cityid_2127.0,0.0
cat__user_cityid_2128.0,0.0
cat__user_cityid_2129.0,0.0
cat__user_cityid_2130.0,0.0
cat__user_cityid_2131.0,0.0
cat__user_cityid_2132.0,0.0
cat__user_cityid_2133.0,0.0
cat__user_cityid_2134.0,0.0
cat__user_cityid_2136.0,0.0
cat__user_cityid_2139.0,0.0
cat__user_cityid_2140.0,0.0
cat__user_cityid_2144.0,0.0
cat__user_cityid_2146.0,0.0
cat__user_cityid_2147.0,0.0
cat__user_cityid_2148.0,0.0
cat__user_cityid_2149.0,0.0
cat__user_cityid_2152.0,0.0
cat__user_cityid_2153.0,0.0
cat__user_cityid_2156.0,0.0
cat__user_cityid_2157.0,0.0
cat__user_cityid_2161.0,0.0
cat__user_cityid_2164.0,0.0
cat__user_cityid_2167.0,0.0
cat__user_cityid_2168.0,0.0
cat__user_cityid_2169.0,0.0
cat__user_cityid_2171.0,0.0
cat__user_cityid_2173.0,0.0
cat__user_cityid_2174.0,0.0
cat__user_cityid_2175.0,0.0
cat__user_cityid_2176.0,0.0
cat__user_cityid_2177.0,0.0
cat__user_cityid_2180.0,0.0
cat__user_cityid_2181.0,0.0
cat__user_cityid_2184.0,0.0
cat__user_cityid_2187.0,0.0
cat__user_cityid_2188.0,0.0
cat__user_cityid_2189.0,0.0
cat__user_cityid_2190.0,0.0
cat__user_cityid_2191.0,0.0
cat__user_cityid_2192.0,0.0
cat__user_cityid_2193.0,0.0
cat__user_cityid_2194.0,0.0
cat__user_cityid_2195.0,0.0
cat__user_cityid_2196.0,0.0
cat__user_cityid_2197.0,0.0
cat__user_cityid_2200.0,0.0
cat__user_cityid_2201.0,0.0
cat__user_cityid_2204.0,0.0
cat__user_cityid_2206.0,0.0
cat__user_cityid_2207.0,0.0
cat__user_cityid_2208.0,0.0
cat__user_cityid_2209.0,0.0
cat__user_cityid_2216.0,0.0
cat__user_cityid_2220.0,0.0
cat__user_cityid_2225.0,0.0
cat__user_cityid_2227.0,0.0
cat__user_cityid_2229.0,0.0
cat__user_cityid_2230.0,0.0
cat__user_cityid_2231.0,0.0
cat__user_cityid_2232.0,0.0
cat__user_cityid_2234.0,0.0
cat__user_cityid_2236.0,0.0
cat__user_cityid_2238.0,0.0
cat__user_cityid_2239.0,0.0
cat__user_cityid_2242.0,0.0
cat__user_cityid_2244.0,0.0
cat__user_cityid_2247.0,0.0
cat__user_cityid_2248.0,0.0
cat__user_cityid_2250.0,0.0
cat__user_cityid_2251.0,0.0
cat__user_cityid_2253.0,0.0
cat__user_cityid_2254.0,0.0
cat__user_cityid_2257.0,0.0
cat__user_cityid_2260.0,0.0
cat__user_cityid_2261.0,0.0
cat__user_cityid_2262.0,0.0
cat__user_cityid_2263.0,0.0
cat__user_cityid_2265.0,0.0
cat__user_cityid_2266.0,0.0
cat__user_cityid_2267.0,0.0
cat__user_cityid_2268.0,0.0
cat__user_cityid_2269.0,0.0
cat__user_cityid_2270.0,0.0
cat__user_cityid_2272.0,0.0
cat__user_cityid_2273.0,0.0
cat__user_cityid_2274.0,0.0
cat__user_cityid_2275.0,0.0
cat__user_cityid_2277.0,0.0
cat__user_cityid_2279.0,0.0
cat__user_cityid_2280.0,0.0
cat__user_cityid_2282.0,0.0
cat__user_cityid_2283.0,0.0
cat__user_cityid_2285.0,0.0
cat__user_cityid_2286.0,0.0
cat__user_cityid_2288.0,0.0
cat__user_cityid_2289.0,0.0
cat__user_cityid_2291.0,0.0
cat__user_cityid_2292.0,0.0
cat__user_cityid_2294.0,0.0
cat__user_cityid_2295.0,0.0
cat__user_cityid_2298.0,0.0
cat__user_cityid_2299.0,0.0
cat__user_cityid_2301.0,0.0
cat__user_cityid_2302.0,0.0
cat__user_cityid_2303.0,0.0
cat__user_cityid_2304.0,0.0
cat__user_cityid_2306.0,0.0
cat__user_cityid_2309.0,0.0
cat__user_cityid_2311.0,0.0
cat__user_cityid_2312.0,0.0
cat__user_cityid_2313.0,0.0
cat__user_cityid_2316.0,0.0
cat__user_cityid_2319.0,0.0
cat__user_cityid_2322.0,0.0
cat__user_cityid_2331.0,0.0
cat__user_cityid_2332.0,0.0
cat__user_cityid_2333.0,0.0
cat__user_cityid_2335.0,0.0
cat__user_cityid_2337.0,0.0
cat__user_cityid_2340.0,0.0
cat__user_cityid_2344.0,0.0
cat__user_cityid_2346.0,0.0
cat__user_cityid_2349.0,0.0
cat__user_cityid_2351.0,0.0
cat__user_cityid_2353.0,0.0
cat__user_cityid_2356.0,0.0
cat__user_cityid_2357.0,0.0
cat__user_cityid_2359.0,0.0
cat__user_cityid_2360.0,0.0
cat__user_cityid_2361.0,0.0
cat__user_cityid_2365.0,0.0
cat__user_cityid_2366.0,0.0
cat__user_cityid_2368.0,0.0
cat__user_cityid_2369.0,0.0
cat__user_cityid_2370.0,0.0
cat__user_cityid_2371.0,0.0
cat__user_cityid_2372.0,0.0
cat__user_cityid_2373.0,0.0
cat__user_cityid_2375.0,0.0
cat__user_cityid_2376.0,0.0
cat__user_cityid_2377.0,0.0
cat__user_cityid_2380.0,0.0
