Model,K,Hit_Rate,Precision,Recall
Popularity,3,0.17065792790521805,0.05688597596840602,0.17065792790521805
Popularity,5,0.3918578270733552,0.07837156541467104,0.3918578270733552
Popularity,10,0.7068313587093522,0.07068313587093522,0.7068313587093522
