Collaborative_Weight,Content_Weight,Popularity_Weight,Hit_Rate@5,Precision@5
0.7,0.2,0.1,0.5509200907486765,0.1101840181497353
0.5,0.2,0.3,0.540080665490295,0.10801613309805899
0.5,0.3,0.2,0.5313839173178725,0.1062767834635745
0.4,0.3,0.3,0.5262162843458533,0.10524325686917066
0.6,0.3,0.1,0.5260902445172675,0.1052180489034535
0.4,0.4,0.2,0.5178976556591883,0.10357953113183767
0.3,0.4,0.3,0.4799596672548525,0.0959919334509705
